Id,TenancyId,DocumentType,DocumentNo,ExternalDocRef,TransactionDate,TransactionAmount
9129,248,Receipt,R3854,QBD13SKRUX,2022-02-13 11:42:43.314577,-3500.00
9130,200,Receipt,R3855,QBD94YBW6R,2022-02-13 21:52:43.787669,-10000.00
9131,188,Receipt,R3856,QBE15IE8PL,2022-02-14 11:26:23.226004,-8500.00
9132,218,Receipt,R3857,QBE85O3QAU,2022-02-14 12:57:16.350618,-17000.00
9133,13,Receipt,R3858,QBE25QZ3G2,2022-02-14 13:40:42.765741,-7500.00
9134,195,Receipt,R3859,QBC633L2B6,2022-02-14 14:26:39.700808,-12500
9135,202,Receipt,R3860,QBC124W5NZ,2022-02-14 14:26:39.836964,-4500
9136,310,Receipt,R3861,QBC82QF0T6,2022-02-14 14:26:39.954918,-5000
9137,61,Receipt,R3862,QBE06F4280,2022-02-14 19:08:46.721062,-10000.00
9138,74,Receipt,R3863,QBE86LVO0G,2022-02-14 20:13:59.01836,-13500.00
9139,9,Receipt,R3864,QBE76S5CQZ,2022-02-14 21:37:26.845132,-5000.00
9140,8,Receipt,R3865,QBE36UVLIR,2022-02-14 22:40:03.240349,-8000.00
9141,369,Receipt,R3866,QAR77NTDIH,2022-02-15 12:01:12.025483,-18000.00
9142,369,Invoice,N5460,,2022-02-15 12:04:04.928098,18000
9143,370,Receipt,R3867,QB65QLOMC5,2022-02-15 12:07:38.276022,-8000.00
9144,370,Receipt,R3868,QB41M2TPK3,2022-02-15 12:07:41.966393,-10000.00
9145,370,Invoice,N5461,,2022-02-15 12:09:02.410194,18000
9146,371,Invoice,N5462,,2022-02-15 12:11:59.487219,4000
9147,371,Receipt,R3869,QB64PPJPMS,2022-02-15 12:12:07.003415,-4000.00
9148,372,Receipt,R3870,QB49MXZJUZ,2022-02-15 12:14:08.574219,-18000.00
9149,372,Invoice,N5463,,2022-02-15 12:15:16.715143,18000
9150,255,Receipt,R3871,QBF97FSYV9,2022-02-15 12:21:44.975151,-8500.00
9152,373,Invoice,N5464,,2022-02-15 12:25:10.714659,5000
9153,374,Invoice,N5465,,2022-02-15 12:26:01.796625,3000
9154,373,Receipt,,WACHIRA2RCT,2022-02-15 12:30:23.30152,-5000
9159,202,Receipt,R3877,QBF77K6VET,2022-02-15 13:36:36.931139,-10000.00
9160,375,Receipt,R3878,QBB01D4AKW,2022-02-15 13:40:15.993999,-10000
9161,375,Invoice,N5466,,2022-02-15 13:41:02.075607,10000
9162,376,Receipt,R3879,QBC41NR53A,2022-02-15 13:44:19.749052,-5500
9164,350,Invoice,N5468,,2022-02-15 13:57:31.831845,1000
9165,377,Receipt,R3880,QAE2M9V6C2,2022-02-15 13:59:45.731038,-21750.00
9166,377,Invoice,N5469,,2022-02-15 14:12:10.872272,21750
9167,377,Invoice,N5470,,2022-02-15 14:16:20.648788,11500
9168,379,Invoice,N5471,,2022-02-15 14:25:58.112761,185000
9169,379,Receipt,,SANDAL01-02-22,2022-02-15 14:27:31.563966,-185000
9170,364,Receipt,R3882,LANTANA3FEB22,2022-02-15 14:28:14.338619,-150000
9173,83,Receipt,,QB25IM8A9D,2022-02-15 14:35:36.994588,-17250.00
9174,83,Receipt,,QA16Z8I956,2022-02-15 14:36:15.524118,-17250.00
9155,374,Receipt,R3875,WACHIRA7RCT,2022-02-15 12:31:46.134514,-3000
9172,344,Receipt,R3884,RUBIA3/2/22,2022-02-15 14:31:35.790308,-60000
9175,29,Receipt,R3885,QBF67OHQF2,2022-02-15 14:40:20.66877,-5000.00
9176,132,Invoice,N5554,,2022-02-15 14:41:43.335131,500
9177,318,Invoice,N5556,,2022-02-15 14:41:43.335751,500
9178,82,Invoice,N5519,,2022-02-15 14:41:43.347375,500
9179,81,Invoice,N5518,,2022-02-15 14:41:43.347266,500
9180,80,Invoice,N5517,,2022-02-15 14:41:43.347154,500
9181,79,Invoice,N5516,,2022-02-15 14:41:43.347044,500
9182,72,Invoice,N5515,,2022-02-15 14:41:43.346936,500
9183,177,Invoice,N5514,,2022-02-15 14:41:43.346828,500
9184,323,Invoice,N5513,,2022-02-15 14:41:43.346718,500
9185,76,Invoice,N5512,,2022-02-15 14:41:43.346606,500
9186,75,Invoice,N5511,,2022-02-15 14:41:43.346492,500
9187,74,Invoice,N5510,,2022-02-15 14:41:43.346343,500
9188,73,Invoice,N5509,,2022-02-15 14:41:43.346194,500
9189,320,Invoice,N5508,,2022-02-15 14:41:43.346084,500
9190,71,Invoice,N5507,,2022-02-15 14:41:43.345937,500
9191,84,Invoice,N5520,,2022-02-15 14:41:43.347486,500
9192,83,Invoice,N5506,,2022-02-15 14:41:43.345828,500
9193,225,Invoice,N5504,,2022-02-15 14:41:43.345607,500
9194,66,Invoice,N5503,,2022-02-15 14:41:43.345499,500
9195,278,Invoice,N5502,,2022-02-15 14:41:43.34539,500
9197,336,Invoice,N5500,,2022-02-15 14:41:43.345147,500
9198,63,Invoice,N5499,,2022-02-15 14:41:43.345037,500
9199,222,Invoice,N5498,,2022-02-15 14:41:43.344917,500
9200,61,Invoice,N5497,,2022-02-15 14:41:43.3448,500
9201,256,Invoice,N5496,,2022-02-15 14:41:43.344691,500
9202,59,Invoice,N5495,,2022-02-15 14:41:43.344583,500
9203,58,Invoice,N5494,,2022-02-15 14:41:43.344473,500
9204,208,Invoice,N5493,,2022-02-15 14:41:43.344322,500
9205,350,Invoice,N5492,,2022-02-15 14:41:43.344195,500
9206,212,Invoice,N5505,,2022-02-15 14:41:43.345716,500
9207,69,Invoice,N5521,,2022-02-15 14:41:43.347599,500
9208,85,Invoice,N5522,,2022-02-15 14:41:43.347708,500
9209,86,Invoice,N5523,,2022-02-15 14:41:43.347816,500
9210,131,Invoice,N5552,,2022-02-15 14:41:43.351894,500
9211,324,Invoice,N5551,,2022-02-15 14:41:43.351693,500
9212,363,Invoice,N5550,,2022-02-15 14:41:43.351536,500
9213,311,Invoice,N5549,,2022-02-15 14:41:43.351391,500
9214,127,Invoice,N5548,,2022-02-15 14:41:43.351227,500
9216,303,Invoice,N5546,,2022-02-15 14:41:43.350964,500
9217,188,Invoice,N5545,,2022-02-15 14:41:43.350834,500
9218,106,Invoice,N5544,,2022-02-15 14:41:43.350688,500
9219,257,Invoice,N5543,,2022-02-15 14:41:43.350438,500
9220,218,Invoice,N5542,,2022-02-15 14:41:43.350326,500
9221,326,Invoice,N5541,,2022-02-15 14:41:43.350214,500
9222,102,Invoice,N5540,,2022-02-15 14:41:43.350103,500
9223,214,Invoice,N5539,,2022-02-15 14:41:43.349991,500
9224,347,Invoice,N5538,,2022-02-15 14:41:43.349841,500
9225,157,Invoice,N5537,,2022-02-15 14:41:43.349682,500
9226,268,Invoice,N5536,,2022-02-15 14:41:43.349489,500
9227,70,Invoice,N5535,,2022-02-15 14:41:43.349333,500
9228,96,Invoice,N5534,,2022-02-15 14:41:43.349102,500
9229,240,Invoice,N5533,,2022-02-15 14:41:43.348939,500
9230,321,Invoice,N5532,,2022-02-15 14:41:43.348831,500
9231,93,Invoice,N5531,,2022-02-15 14:41:43.348697,500
9232,92,Invoice,N5530,,2022-02-15 14:41:43.348589,500
9233,91,Invoice,N5529,,2022-02-15 14:41:43.348481,500
9234,349,Invoice,N5528,,2022-02-15 14:41:43.348372,500
9235,89,Invoice,N5527,,2022-02-15 14:41:43.348263,500
9236,279,Invoice,N5526,,2022-02-15 14:41:43.348148,500
9237,181,Invoice,N5525,,2022-02-15 14:41:43.348037,500
9238,307,Invoice,N5524,,2022-02-15 14:41:43.347927,500
9239,57,Invoice,N5491,,2022-02-15 14:41:43.344062,500
9241,64,Invoice,N5489,,2022-02-15 14:41:43.343803,500
9242,195,Invoice,N5488,,2022-02-15 14:41:43.343695,500
9243,277,Invoice,N5585,,2022-02-15 14:41:43.339233,500
9244,154,Invoice,N5584,,2022-02-15 14:41:43.339123,500
9245,233,Invoice,N5583,,2022-02-15 14:41:43.339011,500
9246,366,Invoice,N5582,,2022-02-15 14:41:43.338886,500
9247,244,Invoice,N5581,,2022-02-15 14:41:43.338778,500
9248,358,Invoice,N5580,,2022-02-15 14:41:43.338638,500
9249,283,Invoice,N5579,,2022-02-15 14:41:43.338527,500
9250,150,Invoice,N5578,,2022-02-15 14:41:43.338407,500
9251,149,Invoice,N5577,,2022-02-15 14:41:43.338297,500
9252,328,Invoice,N5576,,2022-02-15 14:41:43.338186,500
9253,351,Invoice,N5575,,2022-02-15 14:41:43.338074,500
9254,211,Invoice,N5574,,2022-02-15 14:41:43.337962,500
9255,221,Invoice,N5573,,2022-02-15 14:41:43.33785,500
9256,144,Invoice,N5572,,2022-02-15 14:41:43.337738,500
9257,331,Invoice,N5571,,2022-02-15 14:41:43.337621,500
9258,189,Invoice,N5570,,2022-02-15 14:41:43.337461,500
9259,100,Invoice,N5569,,2022-02-15 14:41:43.337343,500
9260,316,Invoice,N5568,,2022-02-15 14:41:43.337226,500
9261,265,Invoice,N5567,,2022-02-15 14:41:43.33706,500
9262,356,Invoice,N5566,,2022-02-15 14:41:43.336932,500
9263,338,Invoice,N5565,,2022-02-15 14:41:43.336818,500
9264,236,Invoice,N5564,,2022-02-15 14:41:43.336703,500
9265,141,Invoice,N5563,,2022-02-15 14:41:43.33659,500
9266,341,Invoice,N5562,,2022-02-15 14:41:43.336476,500
9267,139,Invoice,N5561,,2022-02-15 14:41:43.33636,500
9268,186,Invoice,N5560,,2022-02-15 14:41:43.336234,500
9269,138,Invoice,N5559,,2022-02-15 14:41:43.336122,500
9270,137,Invoice,N5558,,2022-02-15 14:41:43.336005,500
9271,136,Invoice,N5557,,2022-02-15 14:41:43.335871,500
9272,275,Invoice,N5586,,2022-02-15 14:41:43.339369,500
9273,133,Invoice,N5555,,2022-02-15 14:41:43.335615,500
9274,306,Invoice,N5587,,2022-02-15 14:41:43.339526,500
9275,228,Invoice,N5589,,2022-02-15 14:41:43.339774,500
9276,194,Invoice,N5487,,2022-02-15 14:41:43.343584,500
9277,169,Invoice,N5486,,2022-02-15 14:41:43.343433,500
9278,55,Invoice,N5485,,2022-02-15 14:41:43.3433,500
9279,54,Invoice,N5484,,2022-02-15 14:41:43.343146,500
9280,200,Invoice,N5483,,2022-02-15 14:41:43.343039,500
9281,52,Invoice,N5482,,2022-02-15 14:41:43.342932,500
9282,340,Invoice,N5481,,2022-02-15 14:41:43.342781,500
9283,51,Invoice,N5480,,2022-02-15 14:41:43.342654,500
9284,224,Invoice,N5479,,2022-02-15 14:41:43.342542,500
9285,49,Invoice,N5478,,2022-02-15 14:41:43.342432,500
9286,179,Invoice,N5477,,2022-02-15 14:41:43.342323,500
9287,346,Invoice,N5476,,2022-02-15 14:41:43.342211,500
9289,289,Invoice,N5474,,2022-02-15 14:41:43.34197,500
9290,192,Invoice,N5473,,2022-02-15 14:41:43.341808,500
9291,47,Invoice,N5472,,2022-02-15 14:41:43.341688,500
9292,161,Invoice,N5602,,2022-02-15 14:41:43.341522,500
9293,342,Invoice,N5601,,2022-02-15 14:41:43.341413,500
9196,65,Invoice,R3587,,2022-02-15 14:41:43.345281,500
9294,202,Invoice,N5600,,2022-02-15 14:41:43.341292,500
9295,158,Invoice,N5599,,2022-02-15 14:41:43.341148,500
9296,159,Invoice,N5598,,2022-02-15 14:41:43.340998,500
9297,239,Invoice,N5597,,2022-02-15 14:41:43.340816,500
9298,213,Invoice,N5596,,2022-02-15 14:41:43.340684,500
9299,264,Invoice,N5595,,2022-02-15 14:41:43.34046,500
9300,271,Invoice,N5594,,2022-02-15 14:41:43.340331,500
9301,297,Invoice,N5593,,2022-02-15 14:41:43.34022,500
9302,148,Invoice,N5592,,2022-02-15 14:41:43.340108,500
9303,182,Invoice,N5591,,2022-02-15 14:41:43.339996,500
9304,258,Invoice,N5590,,2022-02-15 14:41:43.339885,500
9305,147,Invoice,N5588,,2022-02-15 14:41:43.33964,500
9306,330,Invoice,N5553,,2022-02-15 14:41:43.35205,500
9307,264,Receipt,R3886,QBF07OOFZK,2022-02-15 14:43:25.377622,-2000.00
9308,237,Receipt,,QAM5YGZ6SV,2022-02-15 14:46:30.526561,-7500
9309,56,Invoice,N5603,,2022-02-15 15:09:57.758487,500
9310,224,Receipt,,C1CWOFF,2022-02-15 15:12:45.460468,-2918
9311,350,Invoice,N5420,,2022-02-15 15:18:02.972551,12000
9312,222,Receipt,,QAJ6TSO49W,2022-02-15 15:31:18.992824,-14000
9313,315,Invoice,N5604,,2022-02-15 15:44:35.859117,1000
9314,315,Invoice,N5366,,2022-02-15 15:48:05.197671,5000
9315,363,Invoice,N5143,,2022-02-15 15:52:40.43064,8500
9316,149,Receipt,R3890,QBF77UWO27,2022-02-15 16:23:52.887641,-13000.00
9317,123,Receipt,R3891,QBF580M7ML,2022-02-15 17:42:47.818639,-6000.00
9318,100,Receipt,R3892,QBF183C6RF,2022-02-15 18:15:47.196898,-4000.00
9319,340,Receipt,R3893,QBF68HXEIG,2022-02-15 20:44:27.627549,-13000.00
9320,314,Receipt,R3894,QAI8SK1ZCC,2022-02-15 20:46:53.393581,-5000
9322,264,Receipt,R3896,QAJ6T1FPEM,2022-02-15 20:46:53.672045,-4500
9323,278,Receipt,R3897,QAJ8TNOL5G,2022-02-15 20:46:53.776267,-10000
9325,268,Receipt,R3899,QAJ2TSSPW0,2022-02-15 20:46:54.000084,-13500
9326,346,Receipt,R3900,QAK7UR6UD1,2022-02-15 20:46:54.114528,-11500
9327,225,Receipt,R3901,QAK1V66YYZ,2022-02-15 20:46:54.224754,-7000
9328,19,Receipt,R3902,QAK0VO79G8,2022-02-15 20:46:54.334044,-8000
9329,100,Receipt,R3903,QAI7S9FZJL,2022-02-15 20:46:54.429302,-5000
9330,9,Receipt,R3904,QAK6W8WZM2,2022-02-15 20:46:54.530986,-8000
9331,320,Receipt,R3905,QAL2WA9OCA,2022-02-15 20:46:54.628824,-13000
9332,72,Receipt,R3906,QAL1WHM4ND,2022-02-15 20:46:54.736505,-13500
9333,214,Receipt,R3907,QAL3WT989V,2022-02-15 20:46:54.836062,-14500
9334,100,Receipt,R3908,QAL9X4INND,2022-02-15 20:46:54.947189,-3500
9335,181,Receipt,R3909,QAL7X6QURF,2022-02-15 20:46:55.057143,-1630
9336,192,Receipt,R3910,QAL8XBAL4O,2022-02-15 20:46:55.173186,-11500
9337,321,Receipt,R3911,QAL6XTCB4W,2022-02-15 20:46:55.268695,-14500
9338,186,Receipt,R3912,QAL2XYYOU2,2022-02-15 20:46:55.367374,-13500
9339,326,Receipt,R3913,QAK7W3HASR,2022-02-15 20:46:55.470416,-15604
9340,74,Receipt,R3914,QAI2S8EUDO,2022-02-15 20:46:55.569637,-7000
9341,86,Receipt,R3915,QAI0ROWENU,2022-02-15 20:46:55.69027,-17250
9342,17,Receipt,R3916,QAH6Q13UEW,2022-02-15 20:46:55.840994,-8000
9343,132,Receipt,R3917,QAI0RCJ3Q8,2022-02-15 20:46:56.034657,-5000
9344,136,Receipt,R3918,QAI4RH7H6A,2022-02-15 20:46:56.13682,-15000
9345,202,Receipt,R3919,QAI9RL9ERB,2022-02-15 20:46:56.240219,-14500
9346,75,Receipt,R3920,QAI5RN33C7,2022-02-15 20:46:56.334634,-13500
9347,159,Receipt,R3921,QAI7RO865H,2022-02-15 20:46:56.436606,-15500
9348,181,Receipt,R3922,QAM5Y1K7ET,2022-02-15 20:46:57.120362,-14000
9349,221,Receipt,R3923,QAM7Y4VJDB,2022-02-15 20:46:57.426704,-9000
9350,59,Receipt,R3924,QAM2YYKMG6,2022-02-15 20:46:57.533994,-14000
9351,286,Receipt,R3925,QAU3EC6EPH,2022-02-15 20:46:58.491094,-2000
9352,264,Receipt,R3926,QAO03BWEOQ,2022-02-15 20:46:58.82096,-4750
9353,102,Receipt,R3927,QB62PZY3DM,2022-02-15 20:46:59.132294,-15500
9355,293,Receipt,R3929,QBF18I87FF,2022-02-15 20:48:09.681879,-8000.00
9356,175,Receipt,R3930,IMARA8-2-22,2022-02-15 20:55:16.936735,-40000
9357,106,Receipt,R3931,QBF78Q3YT7,2022-02-15 23:56:44.708502,-15500.00
9358,72,Receipt,R3932,QBG88VABIA,2022-02-16 08:09:27.126694,-13000.00
9359,250,Receipt,R3933,QBG28VKVBQ,2022-02-16 08:15:14.489497,-6500.00
9360,377,Receipt,R3934,QBC320D9T5,2022-02-16 11:18:33.743471,-11500
9361,346,Invoice,N5164,,2022-02-16 11:31:29.505555,11500.00
9362,55,Receipt,R3935,CATH3AWOFF,2022-02-16 11:33:04.582327,-978
9363,64,Receipt,R3936,N1DRECON16-2-22,2022-02-16 11:41:43.158676,-500
9364,320,Receipt,R3937,N3ARECON16-2-22,2022-02-16 11:43:26.260202,-500
9365,72,Receipt,R3938,N5ARECON16-2-22,2022-02-16 11:45:25.700236,-500
9366,181,Receipt,R3939,SG2RECON16-2-22,2022-02-16 11:47:50.687908,-1467
9367,349,Invoice,N5222,,2022-02-16 11:49:14.91232,15500
9368,214,Invoice,N5149,,2022-02-16 11:52:36.026356,14500
9369,69,Receipt,R3940,QBG69844BA,2022-02-16 11:55:13.363448,-13500.00
9370,367,Invoice,N5422,,2022-02-16 11:56:57.836604,8500
9371,356,Invoice,N5142,,2022-02-16 11:59:41.519416,14500
9372,324,Invoice,N5605,,2022-02-16 12:03:05.405729,8000
9373,342,Invoice,N4725,,2022-02-16 12:13:00.491979,9300
9374,342,Invoice,N4939,,2022-02-16 12:13:53.442392,9500
9375,342,Invoice,N5175,,2022-02-16 12:15:00.206273,9500
9376,294,Receipt,R3941,QBG599CSNJ,2022-02-16 12:15:43.372363,-7500.00
9377,342,Invoice,N5394,,2022-02-16 12:16:02.478224,9000
9378,161,Invoice,N3738,,2022-02-16 12:19:20.350949,19950.00
9379,297,Receipt,R3942,C304RECON16-2-22,2022-02-16 12:20:51.23139,-150
9380,157,Receipt,R3943,PL80SISOPW,2022-02-16 12:31:53.273473,-13000
9381,332,Invoice,N4714,,2022-02-16 12:39:26.987123,19000.00
9382,332,Invoice,N5380,,2022-02-16 12:43:12.260563,8000
9383,332,Invoice,N5160,,2022-02-16 12:43:43.535751,8000
9384,332,Invoice,N4918,,2022-02-16 12:44:24.600207,8000
9385,176,Receipt,R3944,Z102RECON16-2-22,2022-02-16 12:46:21.901935,-6000
9386,334,Invoice,N5606,,2022-02-16 12:55:34.8563,11000
9387,339,Receipt,R3945,QAK7VXC9DJ,2022-02-16 14:37:19.463353,-5000
9388,199,Receipt,R3946,QAI6S7QPZK,2022-02-16 14:37:19.632239,-12500
9389,271,Receipt,R3947,QBG19MQZ9P,2022-02-16 15:53:18.507883,-13500.00
9390,39,Receipt,R3948,QBG49U1PW2,2022-02-16 17:38:19.638758,-7000.00
9391,176,Receipt,R3949,QBG1A6T9ED,2022-02-16 19:51:58.330341,-7500.00
9392,84,Receipt,R3950,QBG3A9JNKR,2022-02-16 20:19:49.523741,-17500.00
9393,96,Receipt,R3951,QBG4AGDTYM,2022-02-16 21:56:46.007784,-15500.00
9394,159,Receipt,R3952,QBG7AIBZ3Z,2022-02-16 22:45:44.916507,-15350.00
9395,51,Receipt,R3953,QBH5AMHMZT,2022-02-17 06:46:31.489641,-12500.00
9396,85,Receipt,R3954,QBH8ARE7SW,2022-02-17 08:47:46.295195,-16000.00
9397,284,Receipt,R3955,QBH0ARNGO0,2022-02-17 08:52:18.009016,-7500.00
9398,19,Receipt,R3956,QBH4AUJUKK,2022-02-17 09:43:48.851805,-8000.00
9399,177,Receipt,R3957,QBH1B6UQPD,2022-02-17 13:05:48.382506,-13000.00
9503,344,Invoice,N5773,,2022-03-01 00:00:21.084212,60000
9400,281,Receipt,R3958,QBH8B55VTC,2022-02-17 15:04:34.736031,-7000.00
9401,137,Receipt,R3959,QBH2C1GVY8,2022-02-17 19:53:46.767187,-14500.00
9402,361,Receipt,R3960,QBH0C9JXZC,2022-02-17 21:30:48.327342,-6500.00
9403,304,Receipt,R3961,QBH4CCOJ4S,2022-02-17 22:34:04.258713,-8000.00
9404,13,Receipt,R3963,PJI7EBT9OZ,2022-02-18 07:11:09.626701,-7500
9405,29,Invoice,N5607,,2022-02-18 07:18:25.209913,500
9406,284,Receipt,R3964,Z406RECON18-2-22,2022-02-18 07:22:36.194307,-4500
9408,20,Receipt,,Z407RECON18-2-22,2022-02-18 07:24:55.687157,-4000
9409,281,Invoice,N3462,,2022-02-18 07:29:31.744644,10000
9410,228,Invoice,N3968,,2022-02-18 08:11:18.214843,13300
9411,228,Invoice,N4178,,2022-02-18 08:12:18.225707,13300
9412,228,Invoice,N4393,,2022-02-18 08:13:11.096644,13300
9413,228,Invoice,N4631,,2022-02-18 08:14:00.617652,13300
9414,141,Receipt,R3968,QBI8CK9MV4,2022-02-18 08:17:59.83611,-15000.00
9415,121,Receipt,R3970,327NO218-2-22,2022-02-18 08:35:36.775986,-3000
9416,368,Invoice,N5608,,2022-02-18 08:41:25.508471,18000
9417,368,Invoice,N5609,,2022-02-18 08:43:20.857235,7500
9418,368,Invoice,N5610,,2022-02-18 08:44:07.487855,7500
9419,100,Receipt,R3971,QBI7CRFPLR,2022-02-18 10:28:19.628218,-4500.00
9420,86,Receipt,R3972,QBI8CTGIJY,2022-02-18 11:02:17.094374,-17250.00
9421,21,Receipt,R3973,QBI0D6SFP8,2022-02-18 14:36:41.446538,-8900.00
9422,361,Receipt,R3974,QBI2DC7XFW,2022-02-18 16:02:00.051577,-1000.00
9423,225,Receipt,R3975,QBI0DCQCGG,2022-02-18 16:09:57.669396,-11000.00
9424,240,Receipt,R3976,QBI2DLHM8Q,2022-02-18 18:06:18.696839,-14500.00
9425,208,Receipt,R3977,QBI7DP3AWT,2022-02-18 18:46:47.405635,-12000.00
9426,109,Receipt,R3978,QBI9E3KLV5,2022-02-18 21:28:17.165944,-5500.00
9427,75,Receipt,R3979,QBJ1E8V6YN,2022-02-19 00:21:18.807645,-13500.00
9428,29,Receipt,R3980,QBJ4FCAR7I,2022-02-19 17:06:59.931768,-3000.00
9429,264,Receipt,R3981,QBK8GAENL4,2022-02-20 08:35:48.922344,-3900.00
9430,222,Receipt,R3982,QBK4H074K6,2022-02-20 16:20:18.511361,-14000.00
9431,268,Receipt,R3983,QBK1H0B0N5,2022-02-20 16:21:33.599029,-13500.00
9432,286,Receipt,R3984,QBK5HRMHKH,2022-02-20 23:35:33.36518,-1450.00
9433,59,Receipt,R3985,QBL9HUQI6H,2022-02-21 07:08:18.367569,-6000.00
9434,214,Receipt,R3986,QBL0HXDGEM,2022-02-21 08:16:14.231273,-14500.00
9435,245,Receipt,R3987,QBL1I18OY1,2022-02-21 09:30:04.419581,-6000.00
9436,221,Receipt,R3988,QBL5I4XY3N,2022-02-21 10:34:12.309458,-9700.00
9437,264,Receipt,R3989,QBL1IWLXU7,2022-02-21 17:48:47.534642,-2750.00
9438,132,Receipt,R3990,QBL8J9MFWQ,2022-02-21 20:06:46.948456,-4000.00
9439,243,Receipt,R3991,QBM6JSSK1U,2022-02-22 09:21:19.400653,-3500.00
9440,132,Receipt,R3992,QBM7KV5EVL,2022-02-22 19:07:30.077832,-3000.00
9441,253,Receipt,R3993,QBM9L5LLTR,2022-02-22 21:01:50.636276,-5000.00
9442,141,Receipt,R3994,QBM9LAV2EB,2022-02-22 23:02:01.172263,-7000.00
9443,189,Receipt,R3995,QBN6LV1RO2,2022-02-23 12:27:45.57195,-500.00
9444,136,Receipt,R3996,QBN8M0ERFK,2022-02-23 13:54:15.587677,-14500.00
9445,192,Receipt,R3997,QBN4MFM6MC,2022-02-23 17:46:22.330704,-6500.00
9446,267,Receipt,R3998,QBN0MHZ0W4,2022-02-23 18:14:28.507569,-3000.00
9447,281,Receipt,R3999,QBN2MOEEG2,2022-02-23 22:18:15.775749,-7000.00
9448,57,Receipt,R4000,QBN1N1ETSB,2022-02-23 22:28:40.290961,-3400.00
9449,346,Receipt,R4001,QBO0NMB34C,2022-02-24 12:24:45.54415,-11500.00
9450,228,Receipt,R4002,QBO6NMW2NE,2022-02-24 12:34:11.55143,-13500.00
9451,278,Receipt,R4003,QBO4NRIMTA,2022-02-24 13:48:48.792354,-7000.00
9452,138,Receipt,R4004,QBO8NVQ7JC,2022-02-24 14:57:30.24871,-15000.00
9453,121,Receipt,R4005,QBO1NXOMDV,2022-02-24 15:29:20.972295,-3500.00
9454,121,Receipt,R4006,QBO4O98CY2,2022-02-24 18:11:00.215314,-1500.00
9455,324,Receipt,R4007,QBO0OB46LY,2022-02-24 18:32:19.599283,-520.00
9456,186,Receipt,R4008,QBO0OE7172,2022-02-24 19:04:46.69437,-1300.00
9457,186,Receipt,R4009,QBO3OFJI3T,2022-02-24 19:17:24.914296,-11700.00
9458,243,Receipt,R4010,QBP3OYH54T,2022-02-25 07:02:31.708147,-3000.00
9459,37,Receipt,R4011,QBP4P0DAC4,2022-02-25 07:55:59.111395,-7000.00
9460,93,Receipt,R4012,QBP8P7P8X0,2022-02-25 10:14:44.027294,-41000.00
9461,64,Receipt,R4013,QBP1Q5D7CN,2022-02-25 18:32:22.668094,-14000.00
9462,253,Receipt,R4014,QBP2Q9ENU0,2022-02-25 19:13:15.210014,-5000.00
9463,149,Receipt,R4015,QBP7QBVKEF,2022-02-25 19:35:14.488674,-9000.00
9464,321,Receipt,R4016,QBH7AR3133,2022-02-25 19:45:56.52328,-14500
9465,244,Receipt,R4017,QBP8QFNDK6,2022-02-25 20:12:15.526672,-8500.00
9466,239,Receipt,R4018,QBQ1RPHAIT,2022-02-26 15:50:16.070759,-13500.00
9467,272,Receipt,R4019,QBR3STM7I9,2022-02-27 08:27:15.414305,-3000.00
9468,334,Receipt,R4020,QBR9U5IJ8T,2022-02-27 20:38:25.752953,-8000.00
9469,61,Receipt,R4021,QBR0U5KS34,2022-02-27 20:39:24.065502,-2500.00
9470,61,Receipt,R4022,QBR2U71M3Y,2022-02-27 21:00:28.063934,-2700.00
9471,349,Receipt,R4023,QBR1UC927V,2022-02-27 22:50:58.081425,-15500.00
9472,6,Receipt,R4024,QBS4UOO37Q,2022-02-28 09:40:14.906846,-7000.00
9473,132,Receipt,R4025,QBS3UZI5MD,2022-02-28 12:28:56.960251,-10500.00
9474,380,Receipt,R4026,QBQ3S1GQ5R,2022-02-28 13:30:46.079696,-33000.00
9475,381,Receipt,R4027,QBR3TUCD8V,2022-02-28 13:32:05.598177,-13000.00
9476,279,Receipt,R4028,QBS2VD6G0Q,2022-02-28 15:51:17.975926,-14000.00
9477,127,Receipt,R4029,QBS0VENID6,2022-02-28 16:13:17.706321,-8500.00
9478,71,Receipt,R4030,QBS8VVNKDU,2022-02-28 19:25:34.085932,-14500.00
9479,267,Receipt,R4031,QBS5VXNVCZ,2022-02-28 19:42:53.594267,-5000.00
9480,81,Receipt,R4032,QBS0W5O4GE,2022-02-28 21:07:14.565916,-13500.00
9481,326,Invoice,N5611,,2022-03-01 00:00:07.171785,15500
9482,19,Invoice,N5613,,2022-03-01 00:00:08.668735,8000
9483,341,Invoice,N5753,,2022-03-01 00:00:19.48884,14500
9484,340,Invoice,N5754,,2022-03-01 00:00:19.584125,12500
9485,343,Invoice,N5755,,2022-03-01 00:00:19.654082,350000
9486,346,Invoice,N5756,,2022-03-01 00:00:19.70272,11500.00
9487,352,Invoice,N5757,,2022-03-01 00:00:19.790554,3000
9488,361,Invoice,N5758,,2022-03-01 00:00:19.886123,7500
9489,369,Invoice,N5759,,2022-03-01 00:00:19.981381,7500
9490,350,Invoice,N5760,,2022-03-01 00:00:20.091208,12500.00
9491,377,Invoice,N5761,,2022-03-01 00:00:20.21141,11500.00
9492,332,Invoice,N5762,,2022-03-01 00:00:20.268929,8000
9493,370,Invoice,N5763,,2022-03-01 00:00:20.333549,7500
9495,298,Invoice,N5765,,2022-03-01 00:00:20.478778,500
