Id,ReceiptNo,TransactionDate,TenancyId,ReferenceNo,PaymentMode,ReceiptAmount,CapturedBy,Narration,Status,IDNumber,PayBillNo
7260,R7260,2022-11-12 16:17:35.288446,435,QKC2SDJGHY,1,7500.00,System,,Posted,,4051511
7325,R7325,2022-11-17 09:44:09.617602,246,QKH93TPBXX,1,6500.00,System,,Posted,,345345
8076,R8076,2023-01-10 21:46:48.608473,29,RAA64U4S8C,1,1500.00,System,,Posted,,345345
7423,R7423,2022-12-01 08:26:22.954469,486,QL141IL1XU,1,8500.00,System,,Posted,,345345
7751,R7751,2022-12-16 15:27:16.042985,669,QLG7BBOPKV,1,3000.00,System,,Posted,,345345
7491,R7491,2022-12-05 18:31:56.044336,102,QL57GBROVX,1,15500.00,System,,Posted,,345345
7815,R7815,2022-12-23 13:03:37.073276,138,QLN9TJSU7V,1,32500.00,System,,Posted,,345345
7873,R7873,2023-01-02 19:58:45.423233,657,RA27K4O469,1,10500.00,System,,Posted,,345345
8077,R8077,2023-01-10 21:49:49.729657,328,RAA84UCFQ6,1,8500.00,System,,Posted,,345345
7938,R7938,2023-01-06 19:14:25.404675,370,RA61TP4JE5,1,3000.00,System,,Posted,,345345
8280,R8280,2023-01-26 13:47:00.440591,681,RAO33TK2Z9,1,9000.00,System,,Posted,,4051511
8161,R8161,2023-01-15 16:29:56.240566,36,RAF0G5SJXO,1,17000.00,System,,Posted,,345345
8217,R8217,2023-01-20 15:30:06.369831,425,RAK2SHP20U,1,1000.00,System,,Posted,,4051511
8564,R8564,2023-02-11 18:25:27.659698,645,RBB4FXNBYI,1,12500.00,System,,Posted,,4051511
8433,R8433,2023-02-07 11:49:39.920969,564,RB7348CONR,1,8000.00,System,,Posted,,4051511
8333,R8333,2023-02-01 17:55:55.342537,537,RB13O76KF1,1,700.00,System,,Posted,,345345
8384,R8384,2023-02-04 21:05:37.476872,578,RB42WZIM8W,1,4000.00,System,,Posted,,4051511
8527,R8527,2023-02-09 20:02:20.453119,387,RB96AYBPCY,1,7500.00,System,,Posted,,345345
8484,R8484,2023-02-08 12:09:35.989122,279,RB856Y0ZFZ,1,500.00,System,,Posted,,345345
8594,R8594,2023-02-14 07:12:25.810573,54,RBE6LY24OG,1,12500.00,System,,Posted,,345345
8619,R8619,2023-02-15 17:50:37.299438,408,RBF1Q2S1ZJ,1,4000.00,System,,Posted,,4051511
8632,R8632,2023-02-16 17:41:21.70061,498,RBG7SP1MNN,1,10000.00,System,,Posted,,345345
8650,R8650,2023-02-18 14:35:13.795007,370,RBI7XGQYC1,1,1000.00,System,,Posted,,345345
8665,R8665,2023-02-20 15:50:53.817996,72,RBK33N7ASH,1,13000.00,System,,Posted,,345345
8679,R8679,2023-02-22 15:46:07.588523,687,RBH0VG70TM,1,1000.00,System,,Posted,,4051511
8680,R8680,2023-02-22 15:46:16.664533,687,RBH1V8YNV9,1,12000.00,System,,Posted,,4051511
8688,R8688,2023-02-23 11:55:16.651247,486,RBN5AQB6I9,1,8500.00,System,,Posted,,345345
8695,R8695,2023-02-25 12:27:38.823508,503,RBP2G4DCZW,1,8000.00,System,,Posted,,4051511
4078,R4078,2022-03-04 13:49:58.045629,237,QC464B25AE,1,7500.00,System,,Posted,,345345
4553,R4553,2022-05-05 16:01:27.762703,36,QE53HNRT1B,1,8500.00,System,,Posted,,345345
4628,R4628,2022-05-09 19:10:22.495286,328,QE91Q1N8ZX,1,8500.00,System,,Posted,,345345
5178,R5178,2022-06-08 21:04:27.22594,452,QF88ETL540,1,7000.00,System,,Posted,,4051511
4871,R4871,2022-05-14 11:38:36.046406,393,QEE6YVUL4Q,1,4000.00,System,,Posted,,4051511
4940,R4940,2022-05-20 22:52:52.310425,286,QEK4CLEXEU,1,3000.00,System,,Posted,,345345
6786,R6786,2022-10-09 22:15:46.18944,547,QJ97L4OO4F,1,3000.00,System,,Posted,,345345
5015,R5015,2022-05-31 06:39:18.355977,300,QEV2W1FQKS,1,6500.00,System,,Posted,,345345
5256,R5256,2022-06-12 21:13:53.559539,73,QFC2MRIIYS,1,13500.00,System,,Posted,,345345
5085,R5085,2022-06-04 17:12:18.711971,489,QF4968H7XD,1,30000.00,System,,Posted,,345345
5767,R5767,2022-08-03 09:51:06.204472,83,QH23IV3ZWT,1,17250.00,System,,Posted,,345345
5257,R5257,2022-06-12 21:15:54.434074,495,QFC3MRNM09,1,4500.00,System,,Posted,,345345
5356,R5356,2022-06-27 20:49:23.92698,63,QFR8GZFZKC,1,13500.00,System,,Posted,,345345
5425,R5425,2022-07-05 10:32:47.804831,436,QG52W3JXP0,1,7000.00,System,,Posted,,4051511
5768,R5768,2022-08-03 09:51:29.753192,82,QH24IV1NMO,1,17500.00,System,,Posted,,345345
5426,R5426,2022-07-05 10:33:45.78859,148,QG53W3MJRZ,1,13500.00,System,,Posted,,345345
5500,R5500,2022-07-08 15:26:20.085025,80,QG8345GBLB,1,13500.00,System,,Posted,,345345
5569,R5569,2022-07-12 13:07:09.713419,315,QGC0C18UHW,1,5000.00,System,,Posted,,345345
5840,R5840,2022-08-07 22:29:16.608965,9,QH75UMZOAT,1,4000.00,System,,Posted,,345345
5651,R5651,2022-07-19 16:05:48.079995,406,QFE0QHDCXY,1,7000.00,System,,Posted,,4051511
6851,R6851,2022-10-12 15:51:29.679561,141,QJC2QX2JRK,1,18500.00,System,,Posted,,345345
5947,R5947,2022-08-15 11:35:22.494578,520,QHF18OUFXV,1,7000.00,System,,Posted,,4051511
6015,R6015,2022-08-19 08:51:35.778706,75,QHJ0FRGTCQ,1,13500.00,System,,Posted,,345345
6088,R6088,2022-08-22 12:16:29.015126,583,QHM5LLOVJT,1,7500.00,System,,Posted,,4051511
6914,R6914,2022-10-16 20:10:37.191552,29,QJG51TZGDB,1,2500.00,System,,Posted,,345345
6161,R6161,2022-08-29 18:52:59.090407,249,QHT518DPYT,1,1000.00,System,,Posted,,345345
6230,R6230,2022-09-05 09:51:36.835688,600,QI52EP0OV8,1,7000.00,System,,Posted,,4051511
7492,R7492,2022-12-05 19:44:09.585478,476,QL59GNPT1P,1,7500.00,System,,Posted,,4051511
6303,R6303,2022-09-07 17:56:23.916756,396,QI74JXIM2K,1,7000.00,System,,Posted,,4051511
6976,R6976,2022-10-29 13:52:28.744896,157,QJT6TTYYRI,1,13500.00,System,,Posted,,345345
6379,R6379,2022-09-10 22:30:46.70949,495,QIA9R3KZIB,1,5000.00,System,,Posted,,345345
6501,R6501,2022-09-19 21:19:56.043176,508,QIJ89XF2UE,1,7000.00,System,,Posted,,4051511
6502,R6502,2022-09-19 21:20:01.057044,508,QIH45TQVHQ,1,3500.00,System,,Posted,,4051511
7048,R7048,2022-11-03 20:19:32.550188,236,QK367MW00A,1,14500.00,System,,Posted,,345345
6566,R6566,2022-09-29 13:47:30.818816,72,QIT3VJ4HP7,1,17500.00,System,,Posted,,345345
6637,R6637,2022-10-04 18:19:29.248942,619,QJ478T9RC7,1,15500.00,System,,Posted,,345345
8078,R8078,2023-01-10 22:19:24.355156,607,RAA64W4FNS,1,8000.00,System,,Posted,,4051511
6714,R6714,2022-10-07 11:22:11.164783,578,QJ70EXFP80,1,3500.00,System,,Posted,,4051511
7493,R7493,2022-12-05 19:44:42.506668,548,QL55GNTF9X,1,8000.00,System,,Posted,,345345
7113,R7113,2022-11-07 06:22:16.811124,110,QK75F93X0P,1,5500.00,System,,Posted,,345345
7186,R7186,2022-11-09 16:26:44.5119,503,QK96L87FDW,1,7000.00,System,,Posted,,4051511
7816,R7816,2022-12-23 15:50:50.068402,490,QLN5U0YYU7,1,7000.00,System,,Posted,,345345
7193,R7193,2022-11-10 09:52:50.168549,467,QKA3MQW0O9,1,7000.00,System,,Posted,,4051511
7494,R7494,2022-12-05 19:45:36.052122,313,QL58GNYZN2,1,4000.00,System,,Posted,,345345
7261,R7261,2022-11-12 16:29:33.400316,647,QKC9R5NL71,1,4000.00,System,,Posted,,4051511
7326,R7326,2022-11-17 10:04:30.879833,202,QKH13V4KOT,1,14000.00,System,,Posted,,345345
7424,R7424,2022-12-01 08:34:20.352885,54,QL181J9WXY,1,12500.00,System,,Posted,,345345
7570,R7570,2022-12-07 22:02:37.088092,303,QL77N4LT7X,1,8500.00,System,,Posted,,345345
7642,R7642,2022-12-10 13:34:43.268747,498,QLA3U4ZWEX,1,13500.00,System,,Posted,,345345
7874,R7874,2023-01-02 20:43:57.414817,639,RA24K9FIN4,1,12300.00,System,,Posted,,4051511
7704,R7704,2022-12-13 10:37:30.394952,630,QLD62G0AVW,1,8000.00,System,,Posted,,4051511
7752,R7752,2022-12-16 16:29:05.653164,85,QLG9BHTVY7,1,14000.00,System,,Posted,,345345
8281,R8281,2023-01-26 14:15:16.848628,388,RAQ58G8SWN,1,1000.00,System,,Posted,,345345
7939,R7939,2023-01-06 19:22:14.726033,289,RA64TQ7ZAM,1,11500.00,System,,Posted,,345345
8162,R8162,2023-01-15 20:38:54.220475,84,RAF2GVKFB4,1,17250.00,System,,Posted,,345345
8007,R8007,2023-01-09 06:27:54.184979,110,RA97Z5DXER,1,5500.00,System,,Posted,,345345
8218,R8218,2023-01-20 17:09:52.214532,221,RAK4SQVENW,1,9000.00,System,,Posted,,345345
8485,R8485,2023-02-08 12:23:20.265012,509,RB896Z8TB5,1,6500.00,System,,Posted,,4051511
8334,R8334,2023-02-01 18:33:54.55661,618,RB13OBLLP1,1,7500.00,System,,Posted,,345345
8434,R8434,2023-02-07 12:29:31.241794,139,RB714CB17L,1,14500.00,System,,Posted,,345345
8385,R8385,2023-02-04 23:06:23.088378,29,RB42X88PHG,1,1500.00,System,,Posted,,345345
8486,R8486,2023-02-08 12:23:27.831962,625,RB816Z92PT,1,8000.00,System,,Posted,,4051511
8528,R8528,2023-02-09 20:29:02.137632,73,RB94B1T7E2,1,13500.00,System,,Posted,,345345
8565,R8565,2023-02-11 18:54:00.452269,565,RBB0G12NSK,1,6000.00,System,,Posted,,345345
8595,R8595,2023-02-14 09:03:47.33279,246,RBE5M5MPWJ,1,6500.00,System,,Posted,,345345
8620,R8620,2023-02-15 17:58:42.301128,560,RBF8Q3P3XI,1,8000.00,System,,Posted,,4051511
8633,R8633,2023-02-16 20:05:13.960777,36,RBG6T89TJ2,1,8500.00,System,,Posted,,345345
8651,R8651,2023-02-18 19:02:32.224147,340,RBI9Y8I8DD,1,12500.00,System,,Posted,,345345
8666,R8666,2023-02-20 21:28:19.431161,222,RBK44PYLQ4,1,14500.00,System,,Posted,,345345
4153,R4153,2022-03-09 15:53:00.898034,224,QC94EFYMNG,1,12500.00,System,,Posted,,345345
4554,R4554,2022-05-05 18:46:18.558073,439,QE53I1YNTX,1,7000.00,System,,Posted,,4051511
4629,R4629,2022-05-09 19:20:38.536936,422,QE99Q2TE0X,1,7000.00,System,,Posted,,4051511
5179,R5179,2022-06-08 21:09:54.287638,9,QF81EU0AWZ,1,5000.00,System,,Posted,,345345
4872,R4872,2022-05-14 13:12:15.691503,63,QEE0Z2888E,1,13000.00,System,,Posted,,345345
4941,R4941,2022-05-21 07:54:44.905129,304,QEL2CS8EY6,1,8000.00,System,,Posted,,345345
6915,R6915,2022-10-16 20:21:12.161407,294,QJG31UWQVX,1,6000.00,System,,Posted,,345345
5016,R5016,2022-05-31 10:34:37.829278,307,QEV0WDLNBU,1,10500.00,System,,Posted,,345345
5258,R5258,2022-06-13 00:22:16.972738,461,QFD3MX0PC1,1,2000.00,System,,Posted,,4051511
5086,R5086,2022-06-05 10:45:21.575784,89,QF587HI8BC,1,18500.00,System,,Posted,,345345
5769,R5769,2022-08-03 11:12:45.875082,388,QH36KN7IDA,1,1000.00,System,,Posted,,345345
5357,R5357,2022-06-27 20:54:56.820504,434,QFR2GZVSOS,1,7000.00,System,,Posted,,4051511
5427,R5427,2022-07-05 11:11:43.779641,515,QG55W6CPMX,1,7000.00,System,,Posted,,4051511
5501,R5501,2022-07-08 16:54:21.895713,326,QG844CNWP8,1,15500.00,System,,Posted,,345345
5841,R5841,2022-08-07 23:01:02.568486,286,QH78UO0MK2,1,2000.00,System,,Posted,,345345
5570,R5570,2022-07-12 15:36:24.950326,448,QGC0CCI80U,1,7000.00,System,,Posted,,4051511
5652,R5652,2022-07-19 18:31:11.508683,381,QGJ6QN200A,1,5000.00,System,,Posted,,345345
7495,R7495,2022-12-05 19:52:38.199422,600,QL54GP4PUE,1,7500.00,System,,Posted,,4051511
5948,R5948,2022-08-15 12:19:11.523101,21,QHF28RPC2I,1,5000.00,System,,Posted,,345345
6977,R6977,2022-10-29 18:10:54.439181,530,QJT8UHUAHO,1,7000.00,System,,Posted,,4051511
6016,R6016,2022-08-19 10:39:26.012368,394,QHJ7FXXT4D,1,3500.00,System,,Posted,,4051511
6089,R6089,2022-08-22 12:36:03.001295,584,QHK1IPZDQT,1,25000.00,System,,Posted,,345345
6162,R6162,2022-08-29 20:05:45.833678,571,QHT61GJCIU,1,3500.00,System,,Posted,,4051511
7049,R7049,2022-11-03 20:44:46.777377,611,QK357PJF0J,1,12905.00,System,,Posted,,345345
6231,R6231,2022-09-05 10:14:12.559197,367,QI50EQLANG,1,8500.00,System,,Posted,,345345
6304,R6304,2022-09-07 18:11:24.999849,70,QI78JZ3CIQ,1,7000.00,System,,Posted,,345345
6380,R6380,2022-09-11 08:58:06.020357,408,QIB9REP5DP,1,3500.00,System,,Posted,,4051511
7114,R7114,2022-11-07 08:32:32.916298,559,QK70FFN0VG,1,7500.00,System,,Posted,,4051511
6381,R6381,2022-09-11 08:58:59.699403,408,QIB9REQS9P,1,3500.00,System,,Posted,,4051511
6503,R6503,2022-09-19 22:11:21.394721,618,QIH357BI2F,1,9000.00,System,,Posted,,345345
7571,R7571,2022-12-07 23:11:18.51148,594,QL72N824CI,1,7500.00,System,,Posted,,4051511
6567,R6567,2022-09-29 13:58:00.0,73,N3BRECON29-9-22,0,1519,,,Posted,,345345
7187,R7187,2022-11-09 17:30:32.359758,89,QK97LE9P3Z,1,18500.00,System,,Posted,,345345
6638,R6638,2022-10-04 18:36:46.02325,257,QJ438VEK69,1,14500.00,System,,Posted,,345345
6715,R6715,2022-10-07 11:46:43.591386,416,QJ74EZDYEY,1,7000.00,System,,Posted,,4051511
6787,R6787,2022-10-09 22:21:33.605841,80,QJ91L4WL99,1,13500.00,System,,Posted,,345345
7188,R7188,2022-11-09 17:33:57.126036,533,QK91LEM8CJ,1,7000.00,System,,Posted,,4051511
6852,R6852,2022-10-12 16:02:51.216939,281,QJC5QXZ7FT,1,7000.00,System,,Posted,,345345
7572,R7572,2022-12-07 23:12:36.811843,437,QL70N83ZZG,1,7500.00,System,,Posted,,4051511
7194,R7194,2022-11-10 11:27:52.823575,233,QKA9MY0KC1,1,7000.00,System,,Posted,,345345
7262,R7262,2022-11-12 16:35:16.250592,645,QK69D4AROV,1,12450.00,System,,Posted,,4051511
7875,R7875,2023-01-03 06:15:07.700434,647,RA33KKUAM1,1,12500.00,System,,Posted,,4051511
7263,R7263,2022-11-12 16:36:26.321781,637,QK51ASDGT5,1,12350.00,System,,Posted,,4051511
7643,R7643,2022-12-10 14:01:01.932072,66,QLA8U7O2EG,1,13500.00,System,,Posted,,345345
7327,R7327,2022-11-17 14:23:03.488816,15,QKH14ENI2F,1,8000.00,System,,Posted,,345345
7425,R7425,2022-12-01 10:29:04.232142,6,QL131TTAJP,1,7000.00,System,,Posted,,345345
8529,R8529,2023-02-09 20:52:09.766747,66,RB96B4HYSM,1,13500.00,System,,Posted,,345345
7705,R7705,2022-12-13 12:52:20.418853,462,QLD42S9OF6,1,500.00,System,,Posted,,4051511
7940,R7940,2023-01-06 20:27:57.073501,93,RA69TYSY7R,1,19500.00,System,,Posted,,345345
7753,R7753,2022-12-16 16:51:52.515264,147,QLG6BK8CMS,1,17500.00,System,,Posted,,345345
7754,R7754,2022-12-16 16:55:08.193908,585,QLG6BKLKB8,1,300.00,System,,Posted,,345345
8219,R8219,2023-01-20 18:24:31.762043,109,RAK5SYSUNR,1,700.00,System,,Posted,,345345
7817,R7817,2022-12-23 19:11:43.829414,362,QLN1UP3KM1,1,5000.00,System,,Posted,,345345
8008,R8008,2023-01-09 07:50:53.654982,253,RA95Z8P0YN,1,5000.00,System,,Posted,,345345
8079,R8079,2023-01-10 22:59:54.604442,277,RAA04XSRJO,1,10500.00,System,,Posted,,345345
8386,R8386,2023-02-05 09:24:32.981657,593,RB52XNRI9W,1,8000.00,System,,Posted,,4051511
8163,R8163,2023-01-15 21:30:04.445584,13,RAF7GZRY7X,1,8000.00,System,,Posted,,345345
8282,R8282,2023-01-26 14:44:13.877968,585,RAQ38IQDPX,1,700.00,System,,Posted,,345345
8335,R8335,2023-02-01 18:52:46.815855,542,RB10OE03AO,1,17000.00,System,,Posted,,345345
8487,R8487,2023-02-08 12:36:55.103721,477,RB8170F5E5,1,8000.00,System,,Posted,,4051511
8435,R8435,2023-02-07 12:35:44.762197,583,RB794CX4D3,1,4000.00,System,,Posted,,4051511
8566,R8566,2023-02-11 19:20:56.89617,316,RBB2G4Q2LS,1,19000.00,System,,Posted,,345345
8596,R8596,2023-02-14 09:42:08.838535,395,RBE4M8QWH4,1,8500.00,System,,Posted,,4051511
8621,R8621,2023-02-15 18:17:37.219605,624,RBF1Q5WCO7,1,10500.00,System,,Posted,,345345
8622,R8622,2023-02-15 18:18:24.164786,411,RBF8Q601T6,1,8000.00,System,,Posted,,4051511
8634,R8634,2023-02-16 20:36:34.306573,631,RBG0TCH0S4,1,12500.00,System,,Posted,,4051511
8652,R8652,2023-02-18 20:56:53.488785,221,RBI1YO1VXN,1,9000.00,System,,Posted,,345345
8667,R8667,2023-02-21 06:07:10.983752,243,RBL14YX9Q5,1,6500.00,System,,Posted,,345345
8681,R8681,2023-02-22 16:28:01.729111,629,RBM18UEA1N,1,8000.00,System,,Posted,,4051511
13364,R13364,2024-01-09 19:28:00.0,820,SA93KHV429,1,8000,,,Posted,,4051511
4228,R4228,2022-03-16 14:58:28.241607,57,QCG8RPOI0E,1,1500.00,System,,Posted,,345345
4555,R4555,2022-05-05 19:24:50.247285,341,QE50I6C3NI,1,14500.00,System,,Posted,,345345
4630,R4630,2022-05-09 19:27:32.736373,316,QE96Q3LOIE,1,16500.00,System,,Posted,,345345
5180,R5180,2022-06-08 21:45:47.05439,179,QF84ERA328,1,11500.00,System,,Posted,,345345
4873,R4873,2022-05-14 13:38:21.110992,208,QEE7Z441SZ,1,12500.00,System,,Posted,,345345
4942,R4942,2022-05-21 11:27:13.473069,264,QEL3D4MO3H,1,4950.00,System,,Posted,,345345
6916,R6916,2022-10-16 21:49:13.035729,314,QJG221GGFW,1,4000.00,System,,Posted,,345345
5017,R5017,2022-05-31 13:47:11.192313,70,QEV0WQO102,1,13500.00,System,,Posted,,345345
5181,R5181,2022-06-08 21:46:50.863015,492,QF85D5GT6B,1,7500.00,System,,Posted,,345345
5087,R5087,2022-06-05 10:55:56.419533,439,QF587I40UY,1,7000.00,System,,Posted,,4051511
5770,R5770,2022-08-03 12:13:03.138202,59,QH32KRLKF4,1,10000.00,System,,Posted,,345345
5182,R5182,2022-06-06 13:47:00.0,373,W2JARED2-6-22,1,5000,,,Posted,,345345
5259,R5259,2022-06-13 04:08:28.362186,224,QFD4MXX5WY,1,12500.00,System,,Posted,,345345
5358,R5358,2022-06-28 10:16:55.713522,307,QFS5HJK9N7,1,10500.00,System,,Posted,,345345
5842,R5842,2022-08-08 07:50:04.057468,110,QH84UTPBBI,1,5500.00,System,,Posted,,345345
5428,R5428,2022-07-05 12:10:00.0,343,RUNDA05-07-2022,0,350000,,,Posted,,345345
5502,R5502,2022-07-08 17:04:37.11895,73,QG834DLI1L,1,13500.00,System,,Posted,,345345
5571,R5571,2022-07-12 18:42:03.682556,485,QGC2CSL0XI,1,3500.00,System,,Posted,,4051511
5949,R5949,2022-08-15 12:44:18.988132,500,QHF28TDQCE,1,9000.00,System,,Posted,,4051511
5653,R5653,2022-07-19 19:02:06.686833,192,QGJ6QQ9K64,1,27500.00,System,,Posted,,345345
6978,R6978,2022-10-29 18:50:09.458704,253,QJT0UMI96A,1,10000.00,System,,Posted,,345345
6017,R6017,2022-08-19 10:57:42.22935,65,QHJ7FXH79L,1,13500.00,System,,Posted,,345345
6090,R6090,2022-08-22 12:45:54.452577,585,QHK0HVZ2T6,1,20000.00,System,,Posted,,345345
6163,R6163,2022-08-29 21:55:01.956686,544,QHT61OKD4O,1,10000.00,System,,Posted,,345345
7050,R7050,2022-11-03 20:56:39.403987,281,QK307QNOCS,1,7000.00,System,,Posted,,345345
6232,R6232,2022-09-05 10:44:36.252466,470,QI52ESRUSA,1,7000.00,System,,Posted,,4051511
6305,R6305,2022-09-07 18:20:45.035471,490,QI79K03I3F,1,8000.00,System,,Posted,,345345
7573,R7573,2022-12-08 06:47:24.81068,413,QL81NF7JEN,1,7500.00,System,,Posted,,4051511
6382,R6382,2022-09-11 10:33:52.584451,32,QIB8RKDSSM,1,8000.00,System,,Posted,,345345
7115,R7115,2022-11-07 09:03:37.739039,490,QK74FHRHXA,1,6000.00,System,,Posted,,345345
6504,R6504,2022-09-20 07:17:26.314924,37,QIK4B51WVE,1,7000.00,System,,Posted,,345345
6568,R6568,2022-09-29 14:36:00.0,222,NGBRECON29-9-22,1,250,,,Posted,,345345
6639,R6639,2022-10-04 18:48:55.409674,612,QJ438X169L,1,7500.00,System,,Posted,,345345
7116,R7116,2022-11-07 09:05:35.77846,354,QK75FHWOTN,1,8000.00,System,,Posted,,345345
6716,R6716,2022-10-07 12:12:32.241865,464,QJ78F1F87C,1,7000.00,System,,Posted,,4051511
6788,R6788,2022-10-10 00:28:11.215858,277,QJA5L7TAIZ,1,10000.00,System,,Posted,,345345
8009,R8009,2023-01-09 08:18:50.586504,311,RA91ZAHOEB,1,8500.00,System,,Posted,,345345
6853,R6853,2022-10-12 16:43:50.876465,492,QJC1R1DGRH,1,7500.00,System,,Posted,,345345
7644,R7644,2022-12-10 14:07:47.00392,467,QLA2U8CJRQ,1,500.00,System,,Posted,,4051511
7189,R7189,2022-11-09 18:01:50.920409,508,QK90LHO8GO,1,2500.00,System,,Posted,,4051511
7195,R7195,2022-11-10 13:24:09.628798,66,QKA8N73R3U,1,13500.00,System,,Posted,,345345
7264,R7264,2022-11-12 16:42:07.026975,648,QK151DEN3B,1,17000.00,System,,Posted,,4051511
7706,R7706,2022-12-13 13:42:57.74322,479,QLD82X67UK,1,7500.00,System,,Posted,,4051511
7328,R7328,2022-11-17 15:52:16.859851,137,QKH94LM33V,1,14500.00,System,,Posted,,345345
7426,R7426,2022-12-01 13:23:11.41687,338,QL132AR8PB,1,14500.00,System,,Posted,,345345
8597,R8597,2023-02-14 09:57:22.436049,508,RBC1HX2RLB,1,9000.00,System,,Posted,,4051511
7496,R7496,2022-12-05 20:27:47.887125,550,QL58GUEBAW,1,8500.00,System,,Posted,,345345
7755,R7755,2022-12-16 20:17:10.551792,427,QLG2CB5MIE,1,7500.00,System,,Posted,,4051511
8080,R8080,2023-01-05 04:44:00.0,343,RUNDA05-01-23,0,350000,,,Posted,,345345
7818,R7818,2022-12-23 21:41:56.830887,218,QLN0TRJH80,1,18000.00,System,,Posted,,345345
7876,R7876,2023-01-03 10:04:06.734441,43,RA36KWVXN2,1,8000.00,System,,Posted,,345345
8336,R8336,2023-02-01 19:10:40.479117,454,RB15OGFAJL,1,8000.00,System,,Posted,,4051511
7941,R7941,2023-01-06 20:43:14.421675,385,RA63U0HLYB,1,7500.00,System,,Posted,,345345
8164,R8164,2023-01-15 22:58:41.140012,286,RAF6H4FY10,1,1000.00,System,,Posted,,345345
8220,R8220,2023-01-20 20:34:38.043815,65,RAK0TFVJ1A,1,13000.00,System,,Posted,,345345
8488,R8488,2023-02-08 13:10:44.651535,370,RB8173EQUB,1,2000.00,System,,Posted,,345345
8283,R8283,2023-01-26 20:55:26.65828,565,RAQ19M44GV,1,1500.00,System,,Posted,,345345
8387,R8387,2023-02-05 09:36:30.428176,91,RB53XOOUTD,1,11000.00,System,,Posted,,345345
8436,R8436,2023-02-07 13:08:54.782743,392,RB784G5IGY,1,2000.00,System,,Posted,,4051511
8567,R8567,2023-02-11 19:40:43.069129,669,RBB6G7L0GQ,1,7500.00,System,,Posted,,345345
8530,R8530,2023-02-09 21:07:55.826656,484,RB91B654OL,1,8000.00,System,,Posted,,4051511
8623,R8623,2023-02-15 18:48:10.771263,577,RBF6Q9P5PG,1,8000.00,System,,Posted,,4051511
8635,R8635,2023-02-16 21:57:53.527992,294,RBG0TK4ZCK,1,7500.00,System,,Posted,,345345
8636,R8636,2023-02-16 22:00:55.569671,84,RBG7TKC04H,1,17250.00,System,,Posted,,345345
8653,R8653,2023-02-18 22:14:29.754967,29,RBI7YURF5V,1,2000.00,System,,Posted,,345345
8668,R8668,2023-02-21 07:13:54.627475,253,RBL7515MI1,1,5000.00,System,,Posted,,345345
8682,R8682,2023-02-22 16:49:31.047809,9,RBM38WCFNX,1,6000.00,System,,Posted,,345345
8689,R8689,2023-02-23 13:36:24.382819,321,RBN1AYYTXV,1,15500.00,System,,Posted,,345345
8696,R8696,2023-02-25 14:06:46.115181,504,RBP2GDTB1C,1,1000.00,System,,Posted,,4051511
8700,R8700,2023-02-26 13:24:36.240837,506,RBQ8IVWUE8,1,8500.00,System,,Posted,,4051511
4303,R4303,2022-04-04 20:55:58.741331,73,QD44TQP7RK,1,13500.00,System,,Posted,,345345
4556,R4556,2022-05-05 20:43:50.020184,336,QE53IE3VA7,1,13500.00,System,,Posted,,345345
4557,R4557,2022-05-05 20:45:45.255028,493,QE59IE9UIP,1,11500.00,System,,Posted,,345345
5183,R5183,2022-06-02 13:48:00.0,374,W7JARED2-6-22,1,3000,,,Posted,,345345
4631,R4631,2022-05-09 20:06:59.59121,323,QE93Q7OKA1,1,13500.00,System,,Posted,,345345
4874,R4874,2022-05-14 14:01:05.607121,136,QEE5Z5RV7P,1,14500.00,System,,Posted,,345345
7645,R7645,2022-12-10 16:33:42.58704,169,QLA4UN2KLS,1,11500.00,System,,Posted,,345345
4943,R4943,2022-05-21 11:39:59.193533,478,QEL1D5G8OP,1,7000.00,System,,Posted,,4051511
5184,R5184,2022-06-08 21:49:50.437598,488,QF202J3812,1,15500.00,System,,Posted,,345345
5018,R5018,2022-05-31 16:48:08.219854,51,QEV1X3L7TN,1,12500.00,System,,Posted,,345345
5088,R5088,2022-06-05 12:12:25.764539,465,QF507MFT0M,1,7000.00,System,,Posted,,4051511
5771,R5771,2022-08-03 16:10:33.950657,488,QH39L9X15P,1,15500.00,System,,Posted,,345345
5185,R5185,2022-06-08 21:50:20.443782,402,QF76BI2D1G,1,7000.00,System,,Posted,,4051511
5260,R5260,2022-06-13 08:07:43.951711,249,QFD6N2FYO8,1,6000.00,System,,Posted,,345345
6917,R6917,2022-10-16 22:20:52.20252,491,QJG022UKMO,1,5500.00,System,,Posted,,345345
5359,R5359,2022-06-28 18:06:49.277176,225,QFS9IHTX9X,1,2000.00,System,,Posted,,345345
5843,R5843,2022-08-08 08:43:46.743276,493,QH83UWGLFJ,1,11500.00,System,,Posted,,345345
5429,R5429,2022-07-05 12:41:04.727027,437,QG53WCVSKZ,1,8500.00,System,,Posted,,4051511
5503,R5503,2022-07-08 18:01:47.756687,443,QG824J2LKQ,1,7000.00,System,,Posted,,4051511
5572,R5572,2022-07-12 19:14:14.760894,427,QGC0CW4AHA,1,7000.00,System,,Posted,,4051511
5950,R5950,2022-08-15 12:58:32.612004,452,QHF88UCB0C,1,7000.00,System,,Posted,,4051511
5654,R5654,2022-07-19 21:12:28.848333,472,QGJ8R2FHXO,1,6000.00,System,,Posted,,4051511
6018,R6018,2022-08-19 11:04:56.30258,565,QH26JEBDM2,1,15000.00,System,,Posted,,345345
