Id,InvoiceNo,InvoiceDate,TenancyId,CancelledBy,CreatedBy,Status,DueDate,ApartmentNo,BuildingNo,IDNumber,ArrearAmount
2547,N2547,2021-03-01 00:00:03.624017,191,,System,Posted,2021-03-05 00:00:00.0,,,,
2548,N2548,2021-03-01 00:00:03.623918,195,,System,Posted,2021-03-05 00:00:00.0,,,,
2549,N2549,2021-03-01 00:00:03.623819,158,,System,Posted,2021-03-05 00:00:00.0,,,,
2550,N2550,2021-03-01 00:00:03.623718,70,,System,Posted,2021-03-05 00:00:00.0,,,,
2551,N2551,2021-03-01 00:00:03.621439,87,,System,Posted,2021-03-05 00:00:00.0,,,,
2552,N2552,2021-03-01 00:00:03.621538,107,,System,Posted,2021-03-05 00:00:00.0,,,,
2553,N2553,2021-03-01 00:00:03.621636,105,,System,Posted,2021-03-05 00:00:00.0,,,,
2554,N2554,2021-03-01 00:00:03.621736,106,,System,Posted,2021-03-05 00:00:00.0,,,,
2555,N2555,2021-03-01 00:00:03.621904,148,,System,Posted,2021-03-05 00:00:00.0,,,,
2556,N2556,2021-03-01 00:00:03.622015,120,,System,Posted,2021-03-05 00:00:00.0,,,,
2557,N2557,2021-03-01 00:00:03.622117,138,,System,Posted,2021-03-05 00:00:00.0,,,,
2558,N2558,2021-03-01 00:00:03.622218,242,,System,Posted,2021-03-05 00:00:00.0,,,,
2559,N2559,2021-03-01 00:00:03.622317,121,,System,Posted,2021-03-05 00:00:00.0,,,,
2560,N2560,2021-03-01 00:00:03.622415,142,,System,Posted,2021-03-05 00:00:00.0,,,,
2561,N2561,2021-03-01 00:00:03.62124,135,,System,Posted,2021-03-05 00:00:00.0,,,,
2562,N2562,2021-03-01 00:00:03.622518,91,,System,Posted,2021-03-05 00:00:00.0,,,,
2563,N2563,2021-03-01 00:00:03.622719,153,,System,Posted,2021-03-05 00:00:00.0,,,,
2564,N2564,2021-03-01 00:00:03.622818,157,,System,Posted,2021-03-05 00:00:00.0,,,,
2565,N2565,2021-03-01 00:00:03.622917,159,,System,Posted,2021-03-05 00:00:00.0,,,,
2566,N2566,2021-03-01 00:00:03.623016,139,,System,Posted,2021-03-05 00:00:00.0,,,,
2567,N2567,2021-03-01 00:00:03.623118,162,,System,Posted,2021-03-05 00:00:00.0,,,,
2568,N2568,2021-03-01 00:00:03.623218,16,,System,Posted,2021-03-05 00:00:00.0,,,,
2569,N2569,2021-03-01 00:00:03.623317,75,,System,Posted,2021-03-05 00:00:00.0,,,,
2570,N2570,2021-03-01 00:00:03.623417,150,,System,Posted,2021-03-05 00:00:00.0,,,,
2571,N2571,2021-03-01 00:00:03.623518,156,,System,Posted,2021-03-05 00:00:00.0,,,,
2572,N2572,2021-03-01 00:00:03.623618,183,,System,Posted,2021-03-05 00:00:00.0,,,,
2573,N2573,2021-03-01 00:00:03.622619,149,,System,Posted,2021-03-05 00:00:00.0,,,,
2574,N2574,2021-03-01 00:00:03.62642,155,,System,Posted,2021-03-05 00:00:00.0,,,,
2988,N2988,2021-04-01 00:00:07.343076,213,,System,Posted,2021-04-05 00:00:00.0,,,,
2575,N2575,2021-03-01 00:00:03.614287,77,,System,Posted,2021-03-05 00:00:00.0,,,,
2576,N2576,2021-03-01 00:00:03.614087,71,,System,Posted,2021-03-05 00:00:00.0,,,,
2577,N2577,2021-03-01 00:00:03.606721,35,,System,Posted,2021-03-05 00:00:00.0,,,,
2578,N2578,2021-03-01 00:00:03.60682,203,,System,Posted,2021-03-05 00:00:00.0,,,,
2579,N2579,2021-03-01 00:00:03.606921,211,,System,Posted,2021-03-05 00:00:00.0,,,,
2580,N2580,2021-03-01 00:00:03.60702,104,,System,Posted,2021-03-05 00:00:00.0,,,,
2581,N2581,2021-03-01 00:00:03.607119,219,,System,Posted,2021-03-05 00:00:00.0,,,,
2583,N2583,2021-03-01 00:00:03.607318,227,,System,Posted,2021-03-05 00:00:00.0,,,,
2585,N2585,2021-03-01 00:00:03.607525,238,,System,Posted,2021-03-05 00:00:00.0,,,,
2586,N2586,2021-03-01 00:00:03.607624,239,,System,Posted,2021-03-05 00:00:00.0,,,,
2587,N2587,2021-03-01 00:00:03.607722,66,,System,Posted,2021-03-05 00:00:00.0,,,,
2588,N2588,2021-03-01 00:00:03.607825,67,,System,Posted,2021-03-05 00:00:00.0,,,,
2589,N2589,2021-03-01 00:00:03.607924,179,,System,Posted,2021-03-05 00:00:00.0,,,,
2590,N2590,2021-03-01 00:00:03.608024,224,,System,Posted,2021-03-05 00:00:00.0,,,,
2591,N2591,2021-03-01 00:00:03.608123,186,,System,Posted,2021-03-05 00:00:00.0,,,,
2592,N2592,2021-03-01 00:00:03.608224,194,,System,Posted,2021-03-05 00:00:00.0,,,,
2593,N2593,2021-03-01 00:00:03.608322,129,,System,Posted,2021-03-05 00:00:00.0,,,,
2594,N2594,2021-03-01 00:00:03.608419,127,,System,Posted,2021-03-05 00:00:00.0,,,,
2595,N2595,2021-03-01 00:00:03.608524,169,,System,Posted,2021-03-05 00:00:00.0,,,,
2596,N2596,2021-03-01 00:00:03.608622,128,,System,Posted,2021-03-05 00:00:00.0,,,,
2597,N2597,2021-03-01 00:00:03.608719,167,,System,Posted,2021-03-05 00:00:00.0,,,,
2598,N2598,2021-03-01 00:00:03.606621,201,,System,Posted,2021-03-05 00:00:00.0,,,,
2599,N2599,2021-03-01 00:00:03.606523,197,,System,Posted,2021-03-05 00:00:00.0,,,,
2601,N2601,2021-03-01 00:00:03.606326,215,,System,Posted,2021-03-05 00:00:00.0,,,,
2602,N2602,2021-03-01 00:00:03.603654,8,,System,Posted,2021-03-05 00:00:00.0,,,,
2603,N2603,2021-03-01 00:00:03.604074,188,,System,Posted,2021-03-05 00:00:00.0,,,,
2604,N2604,2021-03-01 00:00:03.604185,6,,System,Posted,2021-03-05 00:00:00.0,,,,
2605,N2605,2021-03-01 00:00:03.604291,184,,System,Posted,2021-03-05 00:00:00.0,,,,
2606,N2606,2021-03-01 00:00:03.604452,235,,System,Posted,2021-03-05 00:00:00.0,,,,
2607,N2607,2021-03-01 00:00:03.604573,218,,System,Posted,2021-03-05 00:00:00.0,,,,
2608,N2608,2021-03-01 00:00:03.604675,181,,System,Posted,2021-03-05 00:00:00.0,,,,
2609,N2609,2021-03-01 00:00:03.604778,196,,System,Posted,2021-03-05 00:00:00.0,,,,
2610,N2610,2021-03-01 00:00:03.604882,200,,System,Posted,2021-03-05 00:00:00.0,,,,
2611,N2611,2021-03-01 00:00:03.604982,214,,System,Posted,2021-03-05 00:00:00.0,,,,
2612,N2612,2021-03-01 00:00:03.608818,198,,System,Posted,2021-03-05 00:00:00.0,,,,
2613,N2613,2021-03-01 00:00:03.605082,192,,System,Posted,2021-03-05 00:00:00.0,,,,
2614,N2614,2021-03-01 00:00:03.605315,210,,System,Posted,2021-03-05 00:00:00.0,,,,
2615,N2615,2021-03-01 00:00:03.605415,236,,System,Posted,2021-03-05 00:00:00.0,,,,
2616,N2616,2021-03-01 00:00:03.605516,3,,System,Posted,2021-03-05 00:00:00.0,,,,
2618,N2618,2021-03-01 00:00:03.605721,222,,System,Posted,2021-03-05 00:00:00.0,,,,
2619,N2619,2021-03-01 00:00:03.605823,234,,System,Posted,2021-03-05 00:00:00.0,,,,
2620,N2620,2021-03-01 00:00:03.605926,230,,System,Posted,2021-03-05 00:00:00.0,,,,
2621,N2621,2021-03-01 00:00:03.606027,146,,System,Posted,2021-03-05 00:00:00.0,,,,
2622,N2622,2021-03-01 00:00:03.606128,178,,System,Posted,2021-03-05 00:00:00.0,,,,
2623,N2623,2021-03-01 00:00:03.606226,189,,System,Posted,2021-03-05 00:00:00.0,,,,
2624,N2624,2021-03-01 00:00:03.605208,207,,System,Posted,2021-03-05 00:00:00.0,,,,
2625,N2625,2021-03-01 00:00:03.614186,72,,System,Posted,2021-03-05 00:00:00.0,,,,
2626,N2626,2021-03-01 00:00:03.608915,204,,System,Posted,2021-03-05 00:00:00.0,,,,
2627,N2627,2021-03-01 00:00:03.609115,208,,System,Posted,2021-03-05 00:00:00.0,,,,
2628,N2628,2021-03-01 00:00:03.611829,43,,System,Posted,2021-03-05 00:00:00.0,,,,
2629,N2629,2021-03-01 00:00:03.61193,19,,System,Posted,2021-03-05 00:00:00.0,,,,
2630,N2630,2021-03-01 00:00:03.61203,55,,System,Posted,2021-03-05 00:00:00.0,,,,
2631,N2631,2021-03-01 00:00:03.612129,52,,System,Posted,2021-03-05 00:00:00.0,,,,
2632,N2632,2021-03-01 00:00:03.612227,47,,System,Posted,2021-03-05 00:00:00.0,,,,
2633,N2633,2021-03-01 00:00:03.612331,59,,System,Posted,2021-03-05 00:00:00.0,,,,
2634,N2634,2021-03-01 00:00:03.61243,60,,System,Posted,2021-03-05 00:00:00.0,,,,
2635,N2635,2021-03-01 00:00:03.612575,64,,System,Posted,2021-03-05 00:00:00.0,,,,
2636,N2636,2021-03-01 00:00:03.612682,63,,System,Posted,2021-03-05 00:00:00.0,,,,
2637,N2637,2021-03-01 00:00:03.612807,65,,System,Posted,2021-03-05 00:00:00.0,,,,
2638,N2638,2021-03-01 00:00:03.61293,80,,System,Posted,2021-03-05 00:00:00.0,,,,
2639,N2639,2021-03-01 00:00:03.613036,49,,System,Posted,2021-03-05 00:00:00.0,,,,
2640,N2640,2021-03-01 00:00:03.613165,61,,System,Posted,2021-03-05 00:00:00.0,,,,
2641,N2641,2021-03-01 00:00:03.613264,13,,System,Posted,2021-03-05 00:00:00.0,,,,
2642,N2642,2021-03-01 00:00:03.613364,33,,System,Posted,2021-03-05 00:00:00.0,,,,
2643,N2643,2021-03-01 00:00:03.613472,56,,System,Posted,2021-03-05 00:00:00.0,,,,
2644,N2644,2021-03-01 00:00:03.613573,57,,System,Posted,2021-03-05 00:00:00.0,,,,
2645,N2645,2021-03-01 00:00:03.613682,51,,System,Posted,2021-03-05 00:00:00.0,,,,
2646,N2646,2021-03-01 00:00:03.613783,34,,System,Posted,2021-03-05 00:00:00.0,,,,
2647,N2647,2021-03-01 00:00:03.613882,68,,System,Posted,2021-03-05 00:00:00.0,,,,
2648,N2648,2021-03-01 00:00:03.613983,69,,System,Posted,2021-03-05 00:00:00.0,,,,
2649,N2649,2021-03-01 00:00:03.611722,42,,System,Posted,2021-03-05 00:00:00.0,,,,
2650,N2650,2021-03-01 00:00:03.611621,41,,System,Posted,2021-03-05 00:00:00.0,,,,
2651,N2651,2021-03-01 00:00:03.611482,39,,System,Posted,2021-03-05 00:00:00.0,,,,
2652,N2652,2021-03-01 00:00:03.611381,38,,System,Posted,2021-03-05 00:00:00.0,,,,
2653,N2653,2021-03-01 00:00:03.609213,228,,System,Posted,2021-03-05 00:00:00.0,,,,
2654,N2654,2021-03-01 00:00:03.609312,190,,System,Posted,2021-03-05 00:00:00.0,,,,
2655,N2655,2021-03-01 00:00:03.60941,182,,System,Posted,2021-03-05 00:00:00.0,,,,
2656,N2656,2021-03-01 00:00:03.609508,212,,System,Posted,2021-03-05 00:00:00.0,,,,
2657,N2657,2021-03-01 00:00:03.609609,11,,System,Posted,2021-03-05 00:00:00.0,,,,
2658,N2658,2021-03-01 00:00:03.609707,18,,System,Posted,2021-03-05 00:00:00.0,,,,
7293,N7293,2022-07-06 00:00:00.0,541,,,Posted,2022-07-06 00:00:00.0,,,,
2660,N2660,2021-03-01 00:00:03.609901,233,,System,Posted,2021-03-05 00:00:00.0,,,,
2661,N2661,2021-03-01 00:00:03.609998,9,,System,Posted,2021-03-05 00:00:00.0,,,,
2662,N2662,2021-03-01 00:00:03.610096,17,,System,Posted,2021-03-05 00:00:00.0,,,,
2617,N2617,2021-03-01 00:00:03.605616,237,,System,Posted,2021-03-05 00:00:00.0,,,,
2584,N2584,2021-03-01 00:00:03.607424,231,,System,Posted,2021-03-05 00:00:00.0,,,,
2582,N2582,2021-03-01 00:00:03.607217,223,,System,Posted,2021-03-05 00:00:00.0,,,,
2600,N2600,2021-03-01 00:00:03.606424,202,,System,Posted,2021-03-05 00:00:00.0,,,,
2663,N2663,2021-03-01 00:00:03.609015,168,,System,Posted,2021-03-05 00:00:00.0,,,,
2665,N2665,2021-03-01 00:00:03.610393,176,,System,Posted,2021-03-05 00:00:00.0,,,,
2666,N2666,2021-03-01 00:00:03.61049,12,,System,Posted,2021-03-05 00:00:00.0,,,,
2667,N2667,2021-03-01 00:00:03.610588,15,,System,Posted,2021-03-05 00:00:00.0,,,,
2668,N2668,2021-03-01 00:00:03.610685,29,,System,Posted,2021-03-05 00:00:00.0,,,,
2669,N2669,2021-03-01 00:00:03.610785,23,,System,Posted,2021-03-05 00:00:00.0,,,,
2670,N2670,2021-03-01 00:00:03.610883,25,,System,Posted,2021-03-05 00:00:00.0,,,,
2671,N2671,2021-03-01 00:00:03.610981,76,,System,Posted,2021-03-05 00:00:00.0,,,,
2672,N2672,2021-03-01 00:00:03.611079,27,,System,Posted,2021-03-05 00:00:00.0,,,,
2673,N2673,2021-03-01 00:00:03.611176,31,,System,Posted,2021-03-05 00:00:00.0,,,,
2674,N2674,2021-03-01 00:00:03.611273,36,,System,Posted,2021-03-05 00:00:00.0,,,,
2675,N2675,2021-03-01 00:00:03.610295,175,,System,Posted,2021-03-05 00:00:00.0,,,,
2676,N2676,2021-03-01 00:00:03.62652,147,,System,Posted,2021-03-05 00:00:00.0,,,,
2992,N2992,2021-04-01 00:00:07.344621,217,,System,Posted,2021-04-05 00:00:00.0,,,,
2993,N2993,2021-04-01 00:00:07.344965,133,,System,Posted,2021-04-05 00:00:00.0,,,,
2994,N2994,2021-04-01 00:00:07.345307,161,,System,Posted,2021-04-05 00:00:00.0,,,,
2995,N2995,2021-04-01 00:00:07.345668,221,,System,Posted,2021-04-05 00:00:00.0,,,,
2996,N2996,2021-04-01 00:00:07.346075,132,,System,Posted,2021-04-05 00:00:00.0,,,,
2997,N2997,2021-04-01 00:00:07.346485,152,,System,Posted,2021-04-05 00:00:00.0,,,,
2998,N2998,2021-04-01 00:00:07.346826,165,,System,Posted,2021-04-05 00:00:00.0,,,,
2999,N2999,2021-04-01 00:00:07.347214,187,,System,Posted,2021-04-05 00:00:00.0,,,,
3000,N3000,2021-04-01 00:00:07.347586,225,,System,Posted,2021-04-05 00:00:00.0,,,,
3001,N3001,2021-04-01 00:00:07.347925,45,,System,Posted,2021-04-05 00:00:00.0,,,,
3002,N3002,2021-04-01 00:00:07.348068,53,,System,Posted,2021-04-05 00:00:00.0,,,,
3003,N3003,2021-04-01 00:00:07.348491,22,,System,Posted,2021-04-05 00:00:00.0,,,,
3004,N3004,2021-04-01 00:00:07.348627,40,,System,Posted,2021-04-05 00:00:00.0,,,,
3005,N3005,2021-04-01 00:00:07.348725,229,,System,Posted,2021-04-05 00:00:00.0,,,,
3006,N3006,2021-04-01 00:00:07.348833,155,,System,Posted,2021-04-05 00:00:00.0,,,,
3007,N3007,2021-04-01 00:00:07.349427,147,,System,Posted,2021-04-05 00:00:00.0,,,,
3008,N3008,2021-04-01 00:00:07.342326,130,,System,Posted,2021-04-05 00:00:00.0,,,,
3009,N3009,2021-04-01 00:00:07.341902,199,,System,Posted,2021-04-05 00:00:00.0,,,,
3010,N3010,2021-04-01 00:00:07.341782,191,,System,Posted,2021-04-05 00:00:00.0,,,,
3011,N3011,2021-04-01 00:00:07.341384,195,,System,Posted,2021-04-05 00:00:00.0,,,,
3012,N3012,2021-04-01 00:00:07.333864,107,,System,Posted,2021-04-05 00:00:00.0,,,,
3013,N3013,2021-04-01 00:00:07.333963,105,,System,Posted,2021-04-05 00:00:00.0,,,,
3014,N3014,2021-04-01 00:00:07.334346,106,,System,Posted,2021-04-05 00:00:00.0,,,,
3015,N3015,2021-04-01 00:00:07.334679,148,,System,Posted,2021-04-05 00:00:00.0,,,,
3016,N3016,2021-04-01 00:00:07.33503,120,,System,Posted,2021-04-05 00:00:00.0,,,,
3017,N3017,2021-04-01 00:00:07.335131,138,,System,Posted,2021-04-05 00:00:00.0,,,,
3018,N3018,2021-04-01 00:00:07.335495,242,,System,Posted,2021-04-05 00:00:00.0,,,,
3019,N3019,2021-04-01 00:00:07.335589,121,,System,Posted,2021-04-05 00:00:00.0,,,,
3020,N3020,2021-04-01 00:00:07.335685,142,,System,Posted,2021-04-05 00:00:00.0,,,,
3021,N3021,2021-04-01 00:00:07.336063,91,,System,Posted,2021-04-05 00:00:00.0,,,,
3022,N3022,2021-04-01 00:00:07.333413,108,,System,Posted,2021-04-05 00:00:00.0,,,,
3023,N3023,2021-04-01 00:00:07.336782,153,,System,Posted,2021-04-05 00:00:00.0,,,,
3024,N3024,2021-04-01 00:00:07.337615,159,,System,Posted,2021-04-05 00:00:00.0,,,,
3025,N3025,2021-04-01 00:00:07.337975,139,,System,Posted,2021-04-05 00:00:00.0,,,,
3026,N3026,2021-04-01 00:00:07.338372,162,,System,Posted,2021-04-05 00:00:00.0,,,,
3027,N3027,2021-04-01 00:00:07.338702,16,,System,Posted,2021-04-05 00:00:00.0,,,,
3028,N3028,2021-04-01 00:00:07.338801,75,,System,Posted,2021-04-05 00:00:00.0,,,,
3029,N3029,2021-04-01 00:00:07.339156,150,,System,Posted,2021-04-05 00:00:00.0,,,,
3030,N3030,2021-04-01 00:00:07.339519,156,,System,Posted,2021-04-05 00:00:00.0,,,,
3031,N3031,2021-04-01 00:00:07.339845,183,,System,Posted,2021-04-05 00:00:00.0,,,,
3032,N3032,2021-04-01 00:00:07.339944,70,,System,Posted,2021-04-05 00:00:00.0,,,,
3033,N3033,2021-04-01 00:00:07.34084,158,,System,Posted,2021-04-05 00:00:00.0,,,,
3034,N3034,2021-04-01 00:00:07.337209,157,,System,Posted,2021-04-05 00:00:00.0,,,,
3035,N3035,2021-04-01 00:00:07.311409,78,,System,Posted,2021-04-05 00:00:00.0,,,,
3036,N3036,2021-04-01 00:00:07.336447,149,,System,Posted,2021-04-05 00:00:00.0,,,,
3037,N3037,2021-04-01 00:00:07.310629,72,,System,Posted,2021-04-05 00:00:00.0,,,,
3038,N3038,2021-04-01 00:00:07.287066,35,,System,Posted,2021-04-05 00:00:00.0,,,,
3039,N3039,2021-04-01 00:00:07.287172,203,,System,Posted,2021-04-05 00:00:00.0,,,,
3040,N3040,2021-04-01 00:00:07.287529,211,,System,Posted,2021-04-05 00:00:00.0,,,,
3041,N3041,2021-04-01 00:00:07.291511,104,,System,Posted,2021-04-05 00:00:00.0,,,,
3042,N3042,2021-04-01 00:00:07.291925,219,,System,Posted,2021-04-05 00:00:00.0,,,,
3044,N3044,2021-04-01 00:00:07.29238,227,,System,Posted,2021-04-05 00:00:00.0,,,,
3046,N3046,2021-04-01 00:00:07.292815,238,,System,Posted,2021-04-05 00:00:00.0,,,,
3047,N3047,2021-04-01 00:00:07.293183,239,,System,Posted,2021-04-05 00:00:00.0,,,,
3048,N3048,2021-04-01 00:00:07.293786,66,,System,Posted,2021-04-05 00:00:00.0,,,,
3049,N3049,2021-04-01 00:00:07.294285,67,,System,Posted,2021-04-05 00:00:00.0,,,,
3050,N3050,2021-04-01 00:00:07.294656,179,,System,Posted,2021-04-05 00:00:00.0,,,,
3051,N3051,2021-04-01 00:00:07.294999,224,,System,Posted,2021-04-05 00:00:00.0,,,,
3052,N3052,2021-04-01 00:00:07.295358,186,,System,Posted,2021-04-05 00:00:00.0,,,,
3053,N3053,2021-04-01 00:00:07.295711,194,,System,Posted,2021-04-05 00:00:00.0,,,,
3054,N3054,2021-04-01 00:00:07.296105,129,,System,Posted,2021-04-05 00:00:00.0,,,,
3154,N3154,2021-04-07 00:00:00.0,257,,,Posted,2021-04-07 00:00:00.0,,,,
3174,N3174,2021-04-07 00:00:00.0,37,,,Posted,2021-04-07 00:00:00.0,,,,
3175,N3175,2021-04-07 00:00:00.0,38,,,Posted,2021-04-07 00:00:00.0,,,,
3045,N3045,2021-04-01 00:00:07.292479,231,,System,Posted,2021-04-05 00:00:00.0,,,,
3199,N3199,2020-09-01 00:00:00.0,6,,,Cancelled,2020-09-01 00:00:00.0,,,,
3043,N3043,2021-04-01 00:00:07.292283,223,,System,Posted,2021-04-05 00:00:00.0,,,,
3217,N3217,2021-04-18 00:00:00.0,159,,,Posted,2021-04-18 00:00:00.0,,,,
2664,N2664,2021-03-01 00:00:03.610197,240,,System,Posted,2021-03-05 00:00:00.0,,,,
3903,N3903,2021-03-01 00:00:00.0,79,,,Posted,2021-03-01 00:00:00.0,,,,
3462,N3462,2021-05-13 00:00:00.0,281,,,Posted,2021-05-13 00:00:00.0,,,,
3212,N3212,2021-04-18 00:00:00.0,264,,,Posted,2021-04-18 00:00:00.0,,,,
3242,N3242,2021-05-01 00:00:07.856957,177,,System,Posted,2021-05-05 00:00:00.0,,,,
3243,N3243,2021-05-01 00:00:07.97686,99,,System,Posted,2021-05-05 00:00:00.0,,,,
4349,N4349,2021-09-01 00:00:00.0,148,,,Posted,2021-09-01 00:00:00.0,,,,
3244,N3244,2021-05-01 00:00:07.977383,98,,System,Posted,2021-05-05 00:00:00.0,,,,
3155,N3155,2021-04-07 00:00:00.0,258,,,Posted,2021-04-07 00:00:00.0,,,,
3245,N3245,2021-05-01 00:00:07.977905,102,,System,Posted,2021-05-05 00:00:00.0,,,,
3176,N3176,2021-04-07 00:00:00.0,41,,,Posted,2021-04-07 00:00:00.0,,,,
3246,N3246,2021-05-01 00:00:07.978398,103,,System,Posted,2021-05-05 00:00:00.0,,,,
3177,N3177,2021-04-07 00:00:00.0,42,,,Posted,2021-04-07 00:00:00.0,,,,
3247,N3247,2021-05-01 00:00:07.978904,100,,System,Posted,2021-05-05 00:00:00.0,,,,
3079,N3079,2021-04-01 00:00:07.283364,237,,System,Posted,2021-04-05 00:00:00.0,,,,
1233,N1233,2020-12-01 00:00:06.82839,184,,System,Posted,2020-12-05 00:00:00.0,,,,
3248,N3248,2021-05-01 00:00:07.979375,109,,System,Posted,2021-05-05 00:00:00.0,,,,
3087,N3087,2021-04-01 00:00:07.285947,202,,System,Posted,2021-04-05 00:00:00.0,,,,
2425,N2425,2021-02-15 19:59:51.872438,239,,System,Posted,2021-02-05 00:00:00.0,,,,
3904,N3904,2021-06-01 00:00:00.0,85,,,Posted,2021-06-01 00:00:00.0,,,,
514,N514,2020-10-01 00:00:04.15261,32,,System,Posted,2020-10-05 00:00:00.0,,,,
3463,N3463,2021-05-13 00:00:00.0,284,,,Cancelled,2021-05-13 00:00:00.0,,,,
3925,N3925,2020-09-01 00:00:00.0,32,,,Posted,2020-09-07 00:00:00.0,,,,
4134,N4134,2021-08-01 00:00:01.837727,199,,System,Posted,2021-08-05 00:00:00.0,,,,
4135,N4135,2021-08-01 00:00:01.837428,289,,System,Posted,2021-08-05 00:00:00.0,,,,
4136,N4136,2021-08-01 00:00:01.837147,225,,System,Posted,2021-08-05 00:00:00.0,,,,
4137,N4137,2021-08-01 00:00:01.838001,310,,System,Posted,2021-08-05 00:00:00.0,,,,
3055,N3055,2021-04-01 00:00:07.296437,127,,System,Posted,2021-04-05 00:00:00.0,,,,
3056,N3056,2021-04-01 00:00:07.296833,169,,System,Posted,2021-04-05 00:00:00.0,,,,
3057,N3057,2021-04-01 00:00:07.297204,128,,System,Posted,2021-04-05 00:00:00.0,,,,
3058,N3058,2021-04-01 00:00:07.297555,167,,System,Posted,2021-04-05 00:00:00.0,,,,
3059,N3059,2021-04-01 00:00:07.286757,201,,System,Posted,2021-04-05 00:00:00.0,,,,
3060,N3060,2021-04-01 00:00:07.286328,197,,System,Posted,2021-04-05 00:00:00.0,,,,
3061,N3061,2021-04-01 00:00:07.285587,215,,System,Posted,2021-04-05 00:00:00.0,,,,
3062,N3062,2021-04-01 00:00:07.285238,189,,System,Posted,2021-04-05 00:00:00.0,,,,
3063,N3063,2021-04-01 00:00:07.311034,77,,System,Posted,2021-04-05 00:00:00.0,,,,
3064,N3064,2021-04-01 00:00:07.278024,8,,System,Posted,2021-04-05 00:00:00.0,,,,
3065,N3065,2021-04-01 00:00:07.278235,188,,System,Posted,2021-04-05 00:00:00.0,,,,
3066,N3066,2021-04-01 00:00:07.278714,6,,System,Posted,2021-04-05 00:00:00.0,,,,
3067,N3067,2021-04-01 00:00:07.278829,184,,System,Posted,2021-04-05 00:00:00.0,,,,
3068,N3068,2021-04-01 00:00:07.278954,235,,System,Posted,2021-04-05 00:00:00.0,,,,
3069,N3069,2021-04-01 00:00:07.279399,218,,System,Posted,2021-04-05 00:00:00.0,,,,
3070,N3070,2021-04-01 00:00:07.279845,181,,System,Posted,2021-04-05 00:00:00.0,,,,
3071,N3071,2021-04-01 00:00:07.280208,196,,System,Posted,2021-04-05 00:00:00.0,,,,
3072,N3072,2021-04-01 00:00:07.280641,200,,System,Posted,2021-04-05 00:00:00.0,,,,
3073,N3073,2021-04-01 00:00:07.297655,198,,System,Posted,2021-04-05 00:00:00.0,,,,
3074,N3074,2021-04-01 00:00:07.281065,214,,System,Posted,2021-04-05 00:00:00.0,,,,
3075,N3075,2021-04-01 00:00:07.282106,207,,System,Posted,2021-04-05 00:00:00.0,,,,
3076,N3076,2021-04-01 00:00:07.282216,210,,System,Posted,2021-04-05 00:00:00.0,,,,
3077,N3077,2021-04-01 00:00:07.282588,236,,System,Posted,2021-04-05 00:00:00.0,,,,
3078,N3078,2021-04-01 00:00:07.282948,3,,System,Posted,2021-04-05 00:00:00.0,,,,
3080,N3080,2021-04-01 00:00:07.283551,222,,System,Posted,2021-04-05 00:00:00.0,,,,
3081,N3081,2021-04-01 00:00:07.28402,234,,System,Posted,2021-04-05 00:00:00.0,,,,
3082,N3082,2021-04-01 00:00:07.284125,230,,System,Posted,2021-04-05 00:00:00.0,,,,
3083,N3083,2021-04-01 00:00:07.284582,146,,System,Posted,2021-04-05 00:00:00.0,,,,
3084,N3084,2021-04-01 00:00:07.284923,178,,System,Posted,2021-04-05 00:00:00.0,,,,
3085,N3085,2021-04-01 00:00:07.281609,192,,System,Posted,2021-04-05 00:00:00.0,,,,
3086,N3086,2021-04-01 00:00:07.297815,204,,System,Posted,2021-04-05 00:00:00.0,,,,
3088,N3088,2021-04-01 00:00:07.298053,208,,System,Posted,2021-04-05 00:00:00.0,,,,
3089,N3089,2021-04-01 00:00:07.303282,43,,System,Posted,2021-04-05 00:00:00.0,,,,
3090,N3090,2021-04-01 00:00:07.303392,19,,System,Posted,2021-04-05 00:00:00.0,,,,
3091,N3091,2021-04-01 00:00:07.303488,55,,System,Posted,2021-04-05 00:00:00.0,,,,
3092,N3092,2021-04-01 00:00:07.303895,52,,System,Posted,2021-04-05 00:00:00.0,,,,
3093,N3093,2021-04-01 00:00:07.304241,47,,System,Posted,2021-04-05 00:00:00.0,,,,
3094,N3094,2021-04-01 00:00:07.304582,59,,System,Posted,2021-04-05 00:00:00.0,,,,
3095,N3095,2021-04-01 00:00:07.304916,60,,System,Posted,2021-04-05 00:00:00.0,,,,
3096,N3096,2021-04-01 00:00:07.305672,63,,System,Posted,2021-04-05 00:00:00.0,,,,
3097,N3097,2021-04-01 00:00:07.30607,65,,System,Posted,2021-04-05 00:00:00.0,,,,
3249,N3249,2021-05-01 00:00:07.979532,110,,System,Posted,2021-05-05 00:00:00.0,,,,
3250,N3250,2021-05-01 00:00:07.979687,111,,System,Posted,2021-05-05 00:00:00.0,,,,
3251,N3251,2021-05-01 00:00:07.979841,112,,System,Posted,2021-05-05 00:00:00.0,,,,
3252,N3252,2021-05-01 00:00:07.980392,113,,System,Posted,2021-05-05 00:00:00.0,,,,
3253,N3253,2021-05-01 00:00:07.980553,94,,System,Posted,2021-05-05 00:00:00.0,,,,
3254,N3254,2021-05-01 00:00:07.981039,143,,System,Posted,2021-05-05 00:00:00.0,,,,
4350,N4350,2021-09-01 00:00:00.0,328,,,Posted,2021-09-07 00:00:00.0,,,,
